name,surname,gender,searching_gender,age,interests,latitude,longitude
Meghan,Blake,F,A,34,"Salsa, Yoga, Skydiving",41.5465,-81.173
Gary,Thomas,N,M,27,"Surfing, Ice skating, Pottery, Music, Ballet",38.7088,-105.1419
Chelsea,Adams,F,M,33,"Swimming, Sketching, Landscaping",33.4403,-89.5665
Joshua,Bowman,M,N,27,"Table tennis, Cybersecurity, Polo, Art history",41.2088,-106.7948
Adrienne,Davidson,N,M,23,"Soccer, Ceramics, Interests",38.152,-83.5043
Beverly,Butler,N,B,36,"Choreography, Food styling, Teaching, Weightlifting",36.5083,-80.6155
Karen,Zimmerman,F,B,21,"Music, Mathematics, Filmmaking",42.1193,-73.5531
Jennifer,Martinez,N,M,37,"Interests, Squash, Yachting",42.6854,-89.0135
Albert,Fisher,N,B,19,"Bowling, Martial arts, Calligraphy",42.0604,-86.5115
Paul,Burton,N,A,32,"Bowling, Gymnastics, Video editing, Equestrian, Ceramics",38.0068,-77.9061
Christopher,Harding,M,M,22,"Volleyball, Swimming, Art history, Windsurfing, Pinball",38.6655,-87.0493
Tiffany,Kane,N,M,37,"Salsa, Pinball, Ethical hacking",43.2866,-95.609
Nathan,Delacruz,N,N,26,"Watercolor, Ethical hacking, Horseback riding",42.4407,-79.3319
Michael,Mullen,N,F,20,"Skydiving, Meditation, Letterboxing, Snowboarding, Orienteering",45.3481,-111.7037
April,Murillo,N,B,18,"Escape rooms, Running, Triathlons",30.6914,-89.8896
Samuel,Middleton,M,A,35,"Marketing, Cycling, Food styling",33.2634,-90.5923
James,Vaughan,M,N,20,"Synchronized swimming, Woodworking, Squash, Orienteering",36.4046,-98.4401
Sandra,Lawrence,F,B,31,"Triathlons, Skateboarding, Carpentry, Astrophysics, Jujitsu",33.6064,-88.6572
Barbara,Becker,F,M,33,"Mathematics, Bouldering, Music production, Teaching",31.1775,-81.3857
Sandra,Wood,F,N,18,"Badminton, Horseback riding, Movies",43.8038,-99.3721
Jillian,Edwards,F,N,39,"Stock trading, Advertising, Improv, Triathlons, Wrestling",40.3147,-75.9886
Christina,Reed,F,B,27,"Horseback riding, Billiards, Video games, Pinball, Teaching",29.8081,-90.421
Aaron,May,M,B,33,"Soccer, Guitar, Bowling",41.3298,-96.4292
Elizabeth,Baker,F,A,18,"Ballet, Advertising, Sculpting, Stock trading",18.3389,-67.2515
Elizabeth,Blake,F,B,33,"Weightlifting, Windsurfing, Computer programming, Cooking",38.3105,-85.4896
Clinton,Garcia,M,F,27,"Kickboxing, Kayaking, Meditation",30.5931,-84.047
Deborah,Mckee,F,B,25,"Pinball, Glassblowing, Ceramics",38.0335,-81.075
Joseph,Calderon,M,F,35,"Music production, Travel, Marathons, Letterboxing",34.0942,-79.3214
Elizabeth,Fleming,F,B,36,"Diving, Glassblowing, Field hockey",33.2502,-100.5748
Jeffery,Gonzales,M,B,30,"Ceramics, Martial arts, Baseball, Hunting, Volleyball",47.0557,-88.6587
Anthony,Pena,N,B,31,"American football, Lacrosse, Baking, Singing, Swimming",36.1157,-86.5145
David,Carrillo,N,B,35,"Computer programming, Darts, Bar tending, Treasure hunting, Table tennis",33.6173,-117.2582
Sandra,Morton,F,M,35,"Roller hockey, Landscaping, Baseball",41.1784,-90.3221
Zoe,Fisher,N,A,32,"Biking, Hunting, Movies, Kayaking",34.2588,-113.5079
William,Hardy,M,B,38,"Road cycling, Fitness, Writing, Jujitsu",37.5572,-122.3586
Crystal,Wilson,F,F,33,"Landscaping, Swimming, Art history",37.4499,-88.3052
Dawn,Davies,N,M,19,"Running, Carpentry, Food criticism, Hiking, Cybersecurity",38.338,-85.6559
Joshua,Perez,M,N,28,"DJing, Food criticism, Billiards",43.5936,-72.3578
Benjamin,Callahan,M,M,31,"Woodworking, Treasure hunting, Badminton",36.6021,-95.9725
Samantha,Matthews,N,F,23,"Triathlons, Music production, Rappelling",34.757,-87.6977
John,Williams,M,F,25,"Puzzle solving, Reading, Water polo, Squash",40.953,-77.8031
Cynthia,James,F,M,25,"Music production, Rappelling, Rock climbing, Bowling, Photography",41.6187,-87.1257
Chris,Lopez,M,M,32,"Synchronized swimming, Music, Stock trading",41.256,-73.6857
Jared,Fisher,M,A,28,"Poetry, Food criticism, Journalism, Darts, Data analysis",46.0988,-108.8789
Justin,Williams,M,N,35,"Teaching, Biking, Sailing",42.3521,-87.8914
Gregory,Daniels,N,F,24,"Web design, Surfing, Landscaping, Public relations, Meditation",29.8871,-90.1126
Alan,Stanton,M,N,23,"Theatre, Salsa, Food criticism",33.6372,-86.9002
Thomas,Roberts,M,F,33,"Pinball, Music, Drawing, Advertising, Filmography",40.7486,-81.8333
Felicia,Gilbert,F,F,32,"Movies, Pool, Synchronized swimming, Lacrosse, Treasure hunting",35.4376,-94.6958
Benjamin,Stein,N,N,24,"Yoga, Karate, Surfing, Carpentry, Journalism",38.2183,-108.5665
Mary,Page,N,F,23,"Rock Climbing, Orienteering, Table tennis",39.1834,-88.6532
Adrian,Smith,M,M,28,"Board games, Sewing, Boating",41.1332,-121.1295
Juan,Andrews,M,N,35,"Art, Shuffleboard, Gymnastics, Knitting, Literature",36.872,-107.9551
Krista,Lyons,F,F,25,"Jazz, Orienteering, Biking, Baseball",45.4102,-94.0447
Nathan,White,M,B,31,"Biking, Improv, Filmmaking, Singing, Blacksmithing",43.6638,-72.3364
Annette,Vasquez,N,B,32,"Nature Photography, Art, Tennis, Sculpting",44.7177,-73.398
Kevin,Bryant,M,A,32,"Ice skating, Filmography, Hang gliding, Air hockey, Pool",42.8372,-88.7341
Christie,Webster,F,B,21,"Hiking, Music, Filmography",34.0053,-88.7479
Laura,Mejia,N,N,34,"Baking, Ballroom dancing, Geocaching",31.3177,-95.4564
Jaime,Walker,M,F,27,"Triathlons, Wrestling, Baseball, Weightlifting, Art",36.1028,-84.4504
Timothy,Carpenter,M,N,23,"Financial analysis, Horseback riding, Baseball",40.8846,-121.6691
William,Greene,M,B,36,"Blacksmithing, Improv, Rugby, Water polo",40.3767,-80.323
Patrick,Young,M,F,22,"Computer programming, Drawing, Sculpting",39.9968,-96.3493
Cory,Wagner,N,A,32,"Carpentry, Filmography, Watercolor",35.4292,-96.2998
Christopher,Cantu,M,F,20,"Geocaching, Ice skating, Financial analysis",34.2819,-119.1454
Eric,Robles,M,M,27,"Advertising, Pinball, Orienteering, Rappelling, Data analysis",33.9418,-84.3122
Crystal,Carter,N,M,19,"Astrophysics, Polo, Kiteboarding, Equestrian",36.6565,-119.5981
Randy,Hodges,M,B,31,"Mixology, Billiards, Ice skating",39.6385,-89.1921
Anthony,Anthony,N,M,31,"Swimming, Mountain biking, Ballet",41.027,-73.952
Jamie,Parker,F,A,19,"Self defense, Boxing, Physics, Bouldering",34.6109,-92.2136
Rebecca,Spears,F,M,35,"Fitness, Board games, Singing, Carpentry",44.2439,-86.3242
April,West,F,M,19,"Music, Singing, Improv, Salsa",48.2166,-97.4703
Jonathan,Yoder,M,N,29,"Filmography, Literature, Puzzle solving",34.1879,-118.3235
Andrew,Kidd,M,F,22,"Fitness, Music, Music production",42.6048,-72.0771
Dale,Sanders,N,F,32,"Skiing, Kayaking, Photography, Carpentry",41.7732,-72.3299
Jeremy,Myers,M,F,22,"Water polo, Interests, Carpentry",38.7176,-105.1253
Shannon,Smith,N,B,21,"Windsurfing, Mathematics, Martial arts, Fitness, Biking",31.8483,-106.1707
Kevin,Smith,M,F,23,"Landscaping, Volleyball, Martial arts, Escape rooms",44.5441,-69.6624
Paul,Tran,N,M,31,"Surfing, Blacksmithing, Ballroom dancing, Dancing, Snowboarding",41.4522,-92.0903
Kenneth,Howard,M,A,19,"Mixology, Rappelling, Treasure hunting",39.5022,-82.0842
Amy,Moore,F,A,29,"Skydiving, Writing, Guitar, Mathematics",35.3066,-93.8887
John,Thornton,N,M,18,"Billiards, Singing, Wine tasting, Karate, Yachting",39.9861,-95.1433
Daniel,Owens,M,B,26,"Art history, Pool, Poetry, Mixology",43.0045,-88.9829
Kathleen,Adams,F,N,31,"Mountain biking, Kickboxing, Music, Wrestling, Pilates",40.6427,-122.246
Bridget,Smith,F,A,20,"Swimming, Kayaking, Improv, Mountain biking, Photography",36.4818,-87.8438
Angela,Williams,N,M,31,"Fitness, Kayaking, Skiing",41.2666,-73.2283
Sydney,Christensen,F,N,25,"Nature, Movies, Running",33.98,-118.2167
Tiffany,James,F,A,23,"Gardening, Geocaching, Escape rooms",43.533,-100.7419
Elizabeth,Crane,F,N,20,"Snowboarding, Card games, Painting, Astrophysics, Football",41.7221,-111.8193
Bradley,Kim,M,A,25,"Bouldering, Geocaching, Gaming, Biking, Jogging",40.8618,-74.0741
Adrienne,Whitehead,F,F,26,"Rappelling, Boating, Equestrian, Glassblowing",38.7035,-90.2824
Amanda,Robinson,F,N,25,"American football, Boating, Tennis, Jujitsu, Marathons",37.0117,-89.6003
Bradley,Scott,N,B,32,"Rock climbing, Jogging, Meditation, Self defense",40.0258,-92.6829
Justin,Taylor,N,M,24,"Badminton, American football, Biking, Bar tending",37.1408,-80.593
John,Tran,M,A,35,"Road cycling, Art, Physics",40.0436,-101.7251
Kevin,Vaughn,N,A,31,"Equestrian, Puzzle solving, Nature Photography, Jogging, Skiing",46.5343,-111.7391
Kevin,Davis,M,F,30,"Wine tasting, Acting, Music, American football, Biking",40.8632,-73.3646
David,Turner,M,B,20,"Volleyball, Baking, Filmography, Bouldering",34.1353,-84.3139
Erin,Patterson,N,A,36,"Filmmaking, Fitness, Theatre",45.1315,-94.9328
Cassandra,Vazquez,F,N,38,"Food criticism, Marathons, Bouldering, Mixology",30.9892,-92.0509
Jessica,Williams,F,M,39,"Gardening, Music, Stand-up comedy",41.3203,-92.4637
Erin,Knight,F,N,31,"Floristry, Astrophysics, Stock trading",35.8324,-78.6429
Erik,Gray,M,F,25,"Rock Climbing, Weightlifting, Woodworking, Marathons",40.2462,-112.0842
Kevin,Anderson,M,B,36,"Water polo, Treasure hunting, Puzzle solving, Food criticism, Journalism",36.4703,-95.0527
Joshua,Winters,N,A,35,"Investment banking, Calligraphy, Cycling, Yoga, Golf",41.4678,-98.7024
Travis,Thomas,M,M,23,"Sketching, Pool, Synchronized swimming, Food styling",34.8387,-89.6144
Jennifer,Grant,F,A,30,"Shuffleboard, Surfing, Floristry",33.7482,-117.6285
Mark,Marks,N,B,34,"Soccer, Martial arts, Triathlons, Movies",34.8318,-77.8207
Colton,Collins,N,B,39,"Wrestling, Lacrosse, DJing, Roller hockey",44.3368,-88.6361
Jessica,Bruce,N,A,30,"Interests, Mobile app development, American football, Video editing",38.536,-122.4679
Steven,Rodriguez,M,F,37,"Improv, Lacrosse, Hang gliding, Cybersecurity",47.3805,-93.1666
Melissa,Harris,F,B,35,"Hunting, Theater, Letterboxing",18.1021,-65.4798
Susan,Soto,N,N,35,"Meditation, Puzzle solving, Nature",31.4959,-89.7449
Gabriel,Allen,M,N,39,"Skydiving, Blacksmithing, Art history, Art",39.0214,-91.0483
Susan,Gordon,F,B,28,"Muay Thai, Journalism, Water polo",44.8909,-88.544
Ryan,Baker,M,F,32,"Calligraphy, Ballroom dancing, Dancing, Running",32.1469,-82.7798
Andre,Jones,M,M,35,"Marathons, Writing, DJing, Self defense",40.0689,-81.8826
Evan,Carney,N,F,38,"Puzzle solving, Swimming, Bar tending, Boating, Food styling",42.5864,-95.9679
Grace,Woodward,F,N,30,"Journalism, Horseback riding, Ethical hacking, Swimming",38.7512,-90.6581
Kara,Jackson,F,F,34,"Music production, Running, Rappelling",39.7382,-84.2931
Jason,Carter,M,M,35,"Yoga, Mixology, Horseback riding",42.8129,-94.5313
Ronald,Smith,N,B,28,"Travel, Baking, Rappelling",33.4494,-90.5063
Kathy,Morrow,F,M,37,"Squash, Bar tending, Journalism",37.6554,-76.4497
Robin,Clark,F,N,29,"Interests, Shuffleboard, Meditation, Biking, Music",34.89,-91.1902
Brianna,Huerta,N,N,30,"Poetry, Salsa, Hiking",30.3835,-87.2946
Wesley,Barnes,N,B,22,"Food styling, Geocaching, Pool",41.5731,-83.3641
Johnny,Butler,N,N,23,"Field hockey, Snowboarding, Data analysis, Jogging, Stand-up comedy",38.3966,-111.5893
Natasha,Murphy,F,B,19,"Astronomy, Roller hockey, Treasure hunting, Drawing, Shuffleboard",36.9941,-121.7892
Emily,Hughes,F,M,32,"Baseball, Roller hockey, Kiteboarding, Mixology, Weightlifting",40.926,-75.0945
Caroline,Malone,N,M,27,"Astrophysics, Soccer, Meditation, Filmmaking, Pool",36.258,-80.8904
Krista,Williams,F,M,33,"Journalism, Acting, Road cycling, Soccer, Lacrosse",42.3794,-88.3493
Bryan,Manning,M,N,34,"Boating, Synchronized swimming, Marathons",37.4501,-81.7029
Michele,Hart,F,F,18,"Meditation, Rock climbing, Diving, Ballroom dancing, Teaching",40.7393,-96.8461
Lisa,Gonzalez,F,A,29,"Marketing, Drawing, Running",39.8173,-74.9898
Jackie,Frye,N,M,29,"Pottery, Equestrian, Music production, Jogging",40.8953,-97.3455
Samuel,Adkins,M,N,30,"Knitting, Video games, Rock Climbing, Yoga",31.3779,-89.1143
Chase,Lopez,M,N,30,"Ballet, Ballroom dancing, Billiards",41.8008,-111.8121
Pamela,Farrell,N,B,27,"Music production, Volleyball, Filmography, Jazz, Jogging",32.9343,-97.0742
Jeffrey,Ortega,M,A,26,"Jogging, Food styling, Nature Photography",41.4451,-85.994
Jenna,Foley,N,N,33,"Yoga, Air hockey, Pilates, Fashion design, Wrestling",42.3519,-87.9828
Jessica,Williams,N,N,24,"Travel, Tennis, Interior design, Ice skating",35.3139,-88.3558
Bradley,Walker,M,B,21,"Shuffleboard, Rappelling, Video editing, Skateboarding",28.8964,-82.5991
Robert,Garcia,N,N,24,"Ethical hacking, Snowboarding, Fashion design, Shuffleboard, Calligraphy",35.8597,-79.0179
Bethany,Ray,F,M,37,"Literature, Surfing, Field hockey, Fashion design",39.5084,-104.7753
Benjamin,Barton,M,A,34,"Singing, Guitar, Skiing, Air hockey, Rugby",27.5969,-98.4137
Raymond,Alvarez,M,M,27,"Mobile app development, Cooking, Music, Snowboarding",66.8766,-162.5231
Julian,Hughes,M,N,32,"Darts, Art history, Fitness, Marathons",40.8268,-73.6765
Melissa,Clarke,N,N,29,"Road cycling, Ceramics, Rappelling",39.8562,-75.3796
Keith,Rivers,M,N,32,"Lacrosse, Sketching, Sculpting, Watercolor",34.2625,-110.1424
Nancy,Wang,N,B,39,"Weightlifting, Sailing, Windsurfing",42.5135,-97.9601
Cameron,Bailey,M,N,33,"Writing, Blacksmithing, Pool, Football",37.2507,-122.3725
Kelsey,Brown,F,M,27,"Poetry, Interior design, Marketing, Running",33.3188,-108.8811
Gregory,Brown,M,M,30,"Reading, Weightlifting, Landscaping, Football, Calligraphy",42.2616,-74.0284
Paul,Dixon,N,B,33,"Cycling, Ballet, Shuffleboard, Wrestling, DJing",44.2576,-93.3771
Benjamin,Boyd,M,F,25,"Physics, Gymnastics, Interests, Guitar",39.7879,-74.9857
Eugene,Sloan,N,B,39,"Judo, Mobile app development, Ice skating, Pottery, Journalism",30.5044,-89.1348
Crystal,Lopez,F,A,22,"Diving, Basketball, Squash, Theatre",41.7233,-86.8671
Ronald,Norris,M,A,37,"Gaming, Kayaking, Data analysis",39.8206,-75.8284
Vincent,Ward,M,A,19,"Field hockey, Rock Climbing, Watercolor",41.5712,-70.5026
David,Jones,M,N,32,"Skateboarding, Nature Photography, Data analysis, Wrestling",45.6425,-121.9688
Mary,Tapia,F,N,28,"Jogging, Letterboxing, Financial analysis, Mountain biking",40.953,-77.8031
Andrea,Daniels,N,N,32,"Nature Photography, Horseback riding, Skateboarding, Soccer, Tennis",38.2657,-81.5691
Melissa,Sherman,F,N,22,"Roller hockey, Astronomy, Sailing, Fitness",39.5289,-121.4662
Christopher,Mcclure,M,N,18,"Floristry, Jazz, Financial analysis",44.5067,-95.4139
Dean,Alvarado,M,A,30,"Road cycling, Running, Journalism, Literature, Astrophysics",48.8803,-97.4741
Ashley,Moore,F,F,31,"Skiing, Music, Nature",40.608,-103.8434
Jason,Alvarado,N,N,39,"Tennis, Carpentry, Choreography, Golf, Puzzle solving",46.277,-112.7436
Amanda,Bailey,F,B,18,"Ceramics, Geocaching, Horseback riding, Snowboarding, Football",41.1627,-80.7408
Dale,Bryant,N,M,39,"Interior design, Ice skating, Bowling, Advertising",41.8931,-91.985
Gloria,Mcguire,F,N,29,"Treasure hunting, Filmography, Roller hockey, Basketball, Lacrosse",33.6175,-114.4883
Robert,Shaffer,N,A,24,"Landscaping, Photography, Theater",30.3321,-95.8629
Matthew,Hobbs,M,N,34,"Yachting, Food styling, American football, Baseball",44.8697,-88.6002
Clayton,Werner,N,M,36,"Letterboxing, Rugby, Board games, Judo",40.2289,-123.8173
Tina,Brennan,F,F,35,"Triathlons, Field hockey, Ballet",39.3901,-77.3513
Elizabeth,Ramirez,F,B,31,"Pinball, Weightlifting, Muay Thai, Guitar",44.2307,-94.4362
Tim,Williams,M,F,27,"Ceramics, Theatre, Drawing",39.0265,-119.9221
Danny,Berry,N,F,33,"Baking, Hunting, Volleyball, Travel",40.8104,-94.342
Claudia,Cooper,F,N,24,"Stock trading, Hunting, Poetry, Astrophysics",40.2361,-79.8017
Cynthia,Patterson,F,A,38,"Paragliding, Wrestling, Air hockey, Golf",26.2327,-81.8108
Jeanette,Thomas,F,N,22,"Road cycling, Skateboarding, Choreography, Basketball",43.644,-96.0753
Kathleen,Jones,F,B,19,"Karate, Nature, Gymnastics",30.5105,-97.8197
James,Robinson,N,F,23,"Art, Judo, Squash, Yachting",41.0345,-73.6484
Willie,Harper,M,A,25,"Billiards, Art, Marathons, Baking",43.3307,-93.0687
Lauren,Thomas,N,B,23,"Yoga, Sketching, Stock trading, Movies, Ceramics",41.105,-85.7425
Tammy,Porter,F,N,20,"Kickboxing, Paragliding, Yachting, Public relations, Treasure hunting",40.4206,-79.8859
Alyssa,Burke,N,B,22,"Woodworking, Hiking, Data analysis, Guitar",38.5471,-79.8278
Yolanda,Gonzales,F,N,19,"Cycling, Glassblowing, Interior design",31.1664,-85.9103
Jesse,Kramer,M,N,20,"Yachting, Blacksmithing, Ballet, Fashion design",37.5717,-113.7431
Jessica,Le,F,M,28,"Ballroom dancing, Sculpting, Board games",33.3346,-112.7747
Doris,Oliver,F,B,27,"Photography, Mobile app development, Fashion design, Public relations",43.6869,-103.2087
Catherine,Collier,F,A,21,"Volleyball, Baking, Mathematics, Drawing, Carpentry",42.1388,-104.3461
Stephanie,Smith,N,M,37,"Kiteboarding, Synchronized swimming, Lacrosse, Treasure hunting, Interests",38.5107,-81.8417
Cynthia,Mccullough,N,B,35,"Mixology, Diving, American football, Ballroom dancing, Watercolor",43.4688,-88.8309
Ellen,Medina,F,F,24,"Physics, Golf, Food styling, Fishing, Meditation",39.0219,-79.9383
Megan,Barry,F,F,36,"Floristry, Swimming, Art, Drawing, Marketing",40.859,-102.8013
Kayla,Morales,F,B,20,"Mountain biking, Treasure hunting, Music production, Landscaping",34.1947,-82.1542
Tyler,Morgan,M,B,26,"Food criticism, Floristry, Food styling",46.5021,-120.4668
Jessica,Sanchez,F,N,27,"Horseback riding, Acting, Theatre",40.1767,-91.3783
Shelley,Ponce,N,N,33,"Windsurfing, Web design, Bouldering, Writing, Carpentry",41.8757,-93.8205
Patricia,Newman,F,B,38,"Sketching, Lacrosse, Baking, Water polo, Squash",38.6629,-121.4016
Norman,Ramirez,M,A,37,"Baseball, Fashion design, Water polo, Fishing",33.9413,-86.9022
Robert,Jennings,M,M,27,"Food criticism, Physics, Karate, Volleyball",40.158,-76.2031
Brian,Thompson,M,F,24,"Synchronized swimming, Letterboxing, Paragliding, Rock climbing",40.2084,-111.4859
Natasha,Davis,N,A,39,"Hiking, Judo, Skateboarding, Photography",34.8745,-96.5926
Steven,Peters,M,B,33,"Theater, Lacrosse, Woodworking, Tennis, Literature",28.8028,-82.0707
Joseph,Fry,M,A,22,"Triathlons, Public relations, Pool",44.0538,-122.9811
Adam,Davis,N,M,22,"Bowling, Skydiving, Fishing, Karate",34.0448,-116.9497
Robert,Odom,M,B,29,"Pinball, Landscaping, Fitness, Muay Thai, American football",42.9001,-90.4337
Christopher,Valenzuela,M,B,26,"Food styling, Astronomy, Web design, Art, Choreography",45.4636,-108.8552
Caitlin,Simmons,F,N,30,"Knitting, Bouldering, Running, Sculpting",35.0611,-89.3893
Kristie,Maldonado,N,M,31,"Tennis, Gardening, Volleyball, Woodworking, Boating",34.9452,-81.8364
Jessica,Ray,N,B,22,"Data analysis, Music, Rappelling, Literature, Skydiving",38.7369,-86.4755
Austin,Johnson,M,F,22,"Self defense, Landscaping, Hiking",34.4361,-119.8594
Melvin,Olson,M,F,25,"Fitness, Water polo, Fashion design, Poetry",38.018,-122.6912
Erin,Waters,N,F,31,"Web design, Marketing, Jogging, Literature, Card games",38.6268,-121.2488
Ryan,Larson,M,M,18,"Choreography, Hang gliding, Hunting, Journalism, Karate",41.1101,-81.6722
Kevin,Jones,M,M,19,"Fashion design, Biking, Landscaping",30.3883,-96.346
Gerald,Bradley,M,A,21,"Sketching, Cybersecurity, Landscaping, Music, Jazz",34.6562,-78.7231
David,Smith,M,A,28,"Fashion design, Music production, Kayaking",37.1509,-91.3586
Joseph,Cruz,N,M,38,"Interests, Geocaching, Theatre, Journalism",42.4052,-83.0977
Ashley,Hess,N,A,36,"Fishing, Marketing, Fashion design",36.0945,-90.0115
Katherine,Burns,F,A,28,"Acting, Boating, Photography",36.0261,-95.3216
Anthony,Wong,M,M,32,"Puzzle solving, Kiteboarding, Astrophysics, Mathematics, Water polo",48.9693,-97.2264
Jonathan,Grimes,M,B,26,"Fishing, Karate, Baking, Improv",45.1671,-92.9588
Troy,Andrews,N,N,34,"Theatre, Marketing, Writing",32.7554,-97.4605
Jill,Valdez,F,B,19,"Self defense, Surfing, Yoga, Gaming",40.4183,-90.4974
Jesus,Lewis,M,B,28,"Gaming, Diving, Jazz, Teaching, Synchronized swimming",39.0287,-78.2781
Kayla,Hayes,N,M,35,"Rugby, Field hockey, Gaming, Wrestling, Table tennis",41.8429,-123.9731
Robert,Watkins,M,F,27,"Triathlons, Calligraphy, Skateboarding, Darts",39.6314,-121.4052
Gloria,Brady,F,B,34,"Badminton, Baseball, Bar tending",40.2569,-83.7584
Jamie,Abbott,M,M,29,"Volleyball, Kiteboarding, Food styling, Orienteering",40.6346,-73.6953
Gary,Miller,M,F,34,"Data analysis, Nature Photography, Boating, Pottery, Cycling",41.8237,-90.6507
Lindsay,Bailey,F,B,20,"Investment banking, Skiing, Martial arts, Glassblowing",38.0506,-81.2717
Spencer,Miller,N,B,27,"Pilates, Orienteering, Water polo, Rock Climbing, Mathematics",47.5974,-97.8994
Christina,Cherry,F,M,30,"Physics, Writing, Basketball, Football, Filmmaking",18.2381,-65.7433
Amber,Moore,N,N,39,"Web design, Landscaping, Baking, Sailing, Data analysis",34.1954,-98.5882
Michael,Smith,M,M,32,"Poetry, Field hockey, Gardening, Movies, Board games",40.7137,-104.7889
Jessica,Simon,N,B,29,"Hiking, Running, Basketball, Board games, Filmmaking",44.112,-103.0818
Kenneth,Lee,M,B,27,"Fishing, Hang gliding, Karate, Billiards",37.5025,-122.2253
Tina,Higgins,F,A,32,"Reading, Yachting, Art, Theater, Stock trading",41.4846,-75.666
Troy,Rodriguez,N,A,23,"Pool, Guitar, Improv, Billiards",35.066,-85.2481
Lisa,Cooper,N,N,26,"Fishing, Photography, Hang gliding, Bar tending, Calligraphy",39.0437,-76.4974
Michael,Booker,M,A,26,"Judo, Air hockey, Ballet, Journalism, Choreography",40.6256,-76.1235
Katrina,Santiago,F,M,34,"Marketing, Salsa, Financial analysis",42.4708,-91.7375
David,Hernandez,M,F,21,"Watercolor, Rugby, Theater, Salsa",29.4432,-96.4056
Joshua,Paul,M,F,27,"Kickboxing, Watercolor, Swimming",30.1611,-91.1495
Derrick,Lopez,M,A,31,"Orienteering, Singing, Yoga",40.1101,-111.6405
Amy,Flowers,F,A,37,"Badminton, Video editing, Dancing, Mountain biking",35.4097,-114.1972
Theresa,Morris,N,N,31,"Video games, Wine tasting, Table tennis, Basketball",31.5153,-81.3752
Margaret,Valdez,F,A,19,"Equestrian, Nature, Escape rooms, Rugby, Public relations",65.4087,-149.9915
Robert,Anderson,M,F,28,"Card games, Pilates, Boating",58.978,-161.7185
Sara,Baldwin,N,A,33,"Art, Baseball, Gymnastics, Kiteboarding",65.6119,-168.0773
Anthony,Osborn,M,N,26,"Nature, Self defense, Watercolor, Floristry, Nature Photography",36.6958,-79.3774
Kathryn,Thomas,F,N,32,"Judo, Stand-up comedy, Data analysis, Paragliding, Kickboxing",39.9929,-76.6428
Melissa,Hogan,F,M,39,"Guitar, Surfing, Orienteering",37.4455,-81.5721
Kyle,Wilson,M,N,33,"Water polo, Blacksmithing, Pinball, Mountain biking",39.9664,-79.8768
Cheryl,Garcia,N,M,18,"Cooking, Puzzle solving, Journalism",25.9975,-97.458
Sara,Flores,F,N,33,"Cybersecurity, Football, Wine tasting, Kayaking",35.0437,-86.7532
Tammy,Kim,N,B,26,"Weightlifting, Running, Fashion design, Escape rooms",37.0757,-94.5018
Natalie,Lopez,F,B,32,"Martial arts, Sketching, Choreography, Wrestling",45.8301,-93.4232
Scott,Evans,N,F,22,"Mobile app development, Wine tasting, Travel, Polo",43.1029,-88.3396
Joshua,Cole,N,N,28,"Gaming, Equestrian, Snowboarding",41.7485,-87.92
Brandy,Bowers,F,F,32,"Air hockey, Card games, Fitness, Cybersecurity, Synchronized swimming",47.8336,-105.4924
Stacey,Jones,F,A,34,"Wine tasting, Dancing, Travel, Kayaking, Mathematics",39.2123,-83.6113
Amanda,Hall,N,F,35,"Skiing, Triathlons, Music, Landscaping",40.3948,-104.6893
Robert,Olson,N,A,19,"Gaming, Acting, Floristry, Computer programming",40.5254,-86.7475
Lawrence,Evans,M,M,29,"Self defense, Public relations, Board games",30.7323,-90.5133
John,Patel,M,A,22,"Knitting, Ceramics, Soccer",41.0258,-81.16
Mary,Santos,N,F,35,"Pool, Skateboarding, Mountain biking, Self defense",37.8299,-84.7096
Stephen,Mcmahon,M,N,37,"Gaming, Pool, Filmmaking, Floristry, Triathlons",40.5207,-80.1333
Nicole,Johnson,N,F,31,"Music, Roller hockey, Singing",44.5202,-85.8729
Brian,Delacruz,M,F,25,"Painting, Physics, Baseball, Web design",39.1048,-93.4855
Larry,Molina,N,F,39,"Art, Meditation, Data analysis, Interests, Air hockey",40.5973,-79.563
Mary,Martin,N,F,20,"Cooking, Dancing, Food criticism, Data analysis, Astrophysics",40.3414,-111.7187
Dakota,Knight,M,A,24,"Snowboarding, Karate, Bowling",38.3283,-89.0345
Crystal,Anderson,F,A,19,"Poetry, Calligraphy, Marketing, Fitness, Baseball",41.6651,-96.6653
Devon,Bartlett,M,B,33,"Tennis, American football, Watercolor, Cooking",40.8835,-94.5583
Cindy,Webster,N,N,37,"Interior design, Cybersecurity, Pinball, Water polo",44.5216,-86.0032
Heidi,Medina,F,B,28,"Football, Air hockey, Woodworking, Sailing, Board games",61.6191,-149.311
Joseph,Anderson,M,B,18,"Air hockey, Journalism, Sewing",38.7667,-92.4802
Adam,Scott,M,A,20,"Reading, Running, Interests",30.4171,-89.4322
Frances,Hart,F,N,34,"Kickboxing, Food styling, Basketball",33.4239,-87.022
Courtney,Rojas,F,F,28,"Diving, Gaming, Baking, Fitness",47.47,-87.8767
Christopher,Burns,M,F,25,"Triathlons, Kayaking, Writing",38.4581,-90.2156
Ashley,Miller,N,F,25,"Boxing, Kickboxing, Ceramics",32.5383,-81.9297
Rachel,Gomez,N,N,21,"Teaching, Singing, Web design",41.7703,-91.96
